STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 1 Raw,UOPS_RETIRE,7
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1877134806
CPU_CLK_UNHALTED_CORE,FIXC1,9860770878
CPU_CLK_UNHALTED_REF,FIXC2,9921323792
UOPS_RETIRED_USED_CYCLES,PMC0,699247714
UOPS_RETIRED_STALL_CYCLES,PMC1,9161523231
CPU_CLOCK_UNHALTED_TOTAL_CYCLES,PMC2,9860770945
UOPS_RETIRED_STALL_CYCLES,PMC3,247978447
TABLE,Group 1 Metric,UOPS_RETIRE,7
Metric,Core 0,
Runtime (RDTSC) [s],4.5999,
Runtime unhalted [s],4.4659,
Clock [MHz],2194.5573,
CPI,5.2531,
Used cycles ratio [%],7.0912,
Unused cycles ratio [%],92.9088,
Avg stall duration [cycles],36.9448,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 2 Raw,L3,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1874716712
CPU_CLK_UNHALTED_CORE,FIXC1,9857334677
CPU_CLK_UNHALTED_REF,FIXC2,9916298568
L2_LINES_IN_ALL,PMC0,891019507
L2_TRANS_L2_WB,PMC1,523419545
TABLE,Group 2 Metric,L3,10
Metric,Core 0,
Runtime (RDTSC) [s],4.5987,
Runtime unhalted [s],4.4643,
Clock [MHz],2194.9043,
CPI,5.2580,
L3 load bandwidth [MBytes/s],12400.3776,
L3 load data volume [GBytes],57.0252,
L3 evict bandwidth [MBytes/s],7284.4645,
L3 evict data volume [GBytes],33.4989,
L3 bandwidth [MBytes/s],19684.8421,
L3 data volume [GBytes],90.5241,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 3 Raw,DATA,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1875573445
CPU_CLK_UNHALTED_CORE,FIXC1,9858133030
CPU_CLK_UNHALTED_REF,FIXC2,9917095012
MEM_INST_RETIRED_ALL_LOADS,PMC0,682016948
MEM_INST_RETIRED_ALL_STORES,PMC1,681921662
TABLE,Group 3 Metric,DATA,5
Metric,Core 0,
Runtime (RDTSC) [s],4.5993,
Runtime unhalted [s],4.4647,
Clock [MHz],2194.9058,
CPI,5.2561,
Load to store ratio,1.0001,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 4 Raw,FLOPS_AVX,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1875096050
CPU_CLK_UNHALTED_CORE,FIXC1,9858111053
CPU_CLK_UNHALTED_REF,FIXC2,9917069436
FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,PMC0,0
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC1,0
TABLE,Group 4 Metric,FLOPS_AVX,6
Metric,Core 0,
Runtime (RDTSC) [s],4.5994,
Runtime unhalted [s],4.4647,
Clock [MHz],2194.9066,
CPI,5.2574,
Packed SP MFLOP/s,0,
Packed DP MFLOP/s,0,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 5 Raw,L2CACHE,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1875331579
CPU_CLK_UNHALTED_CORE,FIXC1,9857618483
CPU_CLK_UNHALTED_REF,FIXC2,9916586620
L2_TRANS_ALL_REQUESTS,PMC0,2987605235
L2_RQSTS_MISS,PMC1,1001978856
TABLE,Group 5 Metric,L2CACHE,7
Metric,Core 0,
Runtime (RDTSC) [s],4.5992,
Runtime unhalted [s],4.4644,
Clock [MHz],2194.9037,
CPI,5.2565,
L2 request rate,1.5931,
L2 miss rate,0.5343,
L2 miss ratio,0.3354,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 6 Raw,CYCLE_ACTIVITY,7
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1875464021
CPU_CLK_UNHALTED_CORE,FIXC1,9857807750
CPU_CLK_UNHALTED_REF,FIXC2,9916776692
CYCLE_ACTIVITY_CYCLES_L2_PENDING,PMC0,9741862166
CYCLE_ACTIVITY_CYCLES_LDM_PENDING,PMC1,9851773770
CYCLE_ACTIVITY_CYCLES_L1D_PENDING,PMC2,9660049763
CYCLE_ACTIVITY_CYCLES_NO_EXECUTE,PMC3,8482261366
TABLE,Group 6 Metric,CYCLE_ACTIVITY,8
Metric,Core 0,
Runtime (RDTSC) [s],4.5992,
Runtime unhalted [s],4.4645,
Clock [MHz],2194.9038,
CPI,5.2562,
Cycles without execution [%],86.0461,
Cycles without execution due to L1D [%],97.9939,
Cycles without execution due to L2 [%],98.8238,
Cycles without execution due to memory loads [%],99.9388,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 7 Raw,TLB_INSTR,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1874987488
CPU_CLK_UNHALTED_CORE,FIXC1,9857849053
CPU_CLK_UNHALTED_REF,FIXC2,9916809904
ITLB_MISSES_CAUSES_A_WALK,PMC0,2461
ITLB_MISSES_WALK_ACTIVE,PMC1,145575
TABLE,Group 7 Metric,TLB_INSTR,7
Metric,Core 0,
Runtime (RDTSC) [s],4.5992,
Runtime unhalted [s],4.4645,
Clock [MHz],2194.9057,
CPI,5.2576,
L1 ITLB misses,2461,
L1 ITLB miss rate,1.312542e-06,
L1 ITLB miss duration [Cyc],59.1528,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.208033628 GHz,
TABLE,Group 8 Raw,MEM,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,1875245021
CPU_CLK_UNHALTED_CORE,FIXC1,9857791672
CPU_CLK_UNHALTED_REF,FIXC2,9916752312
DRAM_READS,MBOX0C1,531007604
DRAM_WRITES,MBOX0C2,169929279
TABLE,Group 8 Metric,MEM,10
Metric,Core 0,
Runtime (RDTSC) [s],4.5992,
Runtime unhalted [s],4.4645,
Clock [MHz],2194.9056,
CPI,5.2568,
Memory load bandwidth [MBytes/s],7389.1705,
Memory load data volume [GBytes],33.9845,
