STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 1 Raw,UOPS_RETIRE,7
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3689005378
CPU_CLK_UNHALTED_CORE,FIXC1,1182951546
CPU_CLK_UNHALTED_REF,FIXC2,1745356196
UOPS_RETIRED_USED_CYCLES,PMC0,783633437
UOPS_RETIRED_STALL_CYCLES,PMC1,399318109
CPU_CLOCK_UNHALTED_TOTAL_CYCLES,PMC2,1182951546
UOPS_RETIRED_STALL_CYCLES,PMC3,226125748
TABLE,Group 1 Metric,UOPS_RETIRE,7
Metric,Core 0,
Runtime (RDTSC) [s],0.9008,
Runtime unhalted [s],0.5358,
Clock [MHz],1496.2645,
CPI,0.3207,
Used cycles ratio [%],66.2439,
Unused cycles ratio [%],33.7561,
Avg stall duration [cycles],1.7659,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 2 Raw,L3,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3731487697
CPU_CLK_UNHALTED_CORE,FIXC1,1195706174
CPU_CLK_UNHALTED_REF,FIXC2,1764178292
L2_LINES_IN_ALL,PMC0,21376
L2_TRANS_L2_WB,PMC1,3152
TABLE,Group 2 Metric,L3,10
Metric,Core 0,
Runtime (RDTSC) [s],0.9003,
Runtime unhalted [s],0.5416,
Clock [MHz],1496.2615,
CPI,0.3204,
L3 load bandwidth [MBytes/s],1.5196,
L3 load data volume [GBytes],0.0014,
L3 evict bandwidth [MBytes/s],0.2241,
L3 evict data volume [GBytes],0.0002,
L3 bandwidth [MBytes/s],1.7436,
L3 data volume [GBytes],0.0016,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 3 Raw,DATA,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3683046373
CPU_CLK_UNHALTED_CORE,FIXC1,1178167192
CPU_CLK_UNHALTED_REF,FIXC2,1738298324
MEM_INST_RETIRED_ALL_LOADS,PMC0,1472915964
MEM_INST_RETIRED_ALL_STORES,PMC1,2579153
TABLE,Group 3 Metric,DATA,5
Metric,Core 0,
Runtime (RDTSC) [s],0.9013,
Runtime unhalted [s],0.5337,
Clock [MHz],1496.2636,
CPI,0.3199,
Load to store ratio,571.0851,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 4 Raw,FLOPS_AVX,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3736183714
CPU_CLK_UNHALTED_CORE,FIXC1,1194579156
CPU_CLK_UNHALTED_REF,FIXC2,1762514656
FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,PMC0,0
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC1,0
TABLE,Group 4 Metric,FLOPS_AVX,6
Metric,Core 0,
Runtime (RDTSC) [s],0.9002,
Runtime unhalted [s],0.5411,
Clock [MHz],1496.2622,
CPI,0.3197,
Packed SP MFLOP/s,0,
Packed DP MFLOP/s,0,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 5 Raw,L2CACHE,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3702609588
CPU_CLK_UNHALTED_CORE,FIXC1,1185767722
CPU_CLK_UNHALTED_REF,FIXC2,1749512848
L2_TRANS_ALL_REQUESTS,PMC0,351452
L2_RQSTS_MISS,PMC1,32954
TABLE,Group 5 Metric,L2CACHE,7
Metric,Core 0,
Runtime (RDTSC) [s],0.9005,
Runtime unhalted [s],0.5371,
Clock [MHz],1496.2632,
CPI,0.3203,
L2 request rate,0.0001,
L2 miss rate,8.900209e-06,
L2 miss ratio,0.0938,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 6 Raw,CYCLE_ACTIVITY,7
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3708706491
CPU_CLK_UNHALTED_CORE,FIXC1,1185109474
CPU_CLK_UNHALTED_REF,FIXC2,1748552460
CYCLE_ACTIVITY_CYCLES_L2_PENDING,PMC0,249581
CYCLE_ACTIVITY_CYCLES_LDM_PENDING,PMC1,1181846679
CYCLE_ACTIVITY_CYCLES_L1D_PENDING,PMC2,352593
CYCLE_ACTIVITY_CYCLES_NO_EXECUTE,PMC3,4991842
TABLE,Group 6 Metric,CYCLE_ACTIVITY,8
Metric,Core 0,
Runtime (RDTSC) [s],0.9001,
Runtime unhalted [s],0.5368,
Clock [MHz],1496.2539,
CPI,0.3195,
Cycles without execution [%],0.4212,
Cycles without execution due to L1D [%],0.0298,
Cycles without execution due to L2 [%],0.0211,
Cycles without execution due to memory loads [%],99.7247,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 7 Raw,TLB_INSTR,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3736329833
CPU_CLK_UNHALTED_CORE,FIXC1,1194552819
CPU_CLK_UNHALTED_REF,FIXC2,1762476200
ITLB_MISSES_CAUSES_A_WALK,PMC0,251
ITLB_MISSES_WALK_ACTIVE,PMC1,11726
TABLE,Group 7 Metric,TLB_INSTR,7
Metric,Core 0,
Runtime (RDTSC) [s],0.9004,
Runtime unhalted [s],0.5411,
Clock [MHz],1496.2618,
CPI,0.3197,
L1 ITLB misses,251,
L1 ITLB miss rate,6.717822e-08,
L1 ITLB miss duration [Cyc],46.7171,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,2.207625983 GHz,
TABLE,Group 8 Raw,MEM,5
Event,Counter,Core 0
INSTR_RETIRED_ANY,FIXC0,3706460632
CPU_CLK_UNHALTED_CORE,FIXC1,1185275430
CPU_CLK_UNHALTED_REF,FIXC2,1748788256
DRAM_READS,MBOX0C1,7844671
DRAM_WRITES,MBOX0C2,1690493
TABLE,Group 8 Metric,MEM,10
Metric,Core 0,
Runtime (RDTSC) [s],0.9003,
Runtime unhalted [s],0.5369,
Clock [MHz],1496.2617,
CPI,0.3198,
Memory load bandwidth [MBytes/s],557.6422,
Memory load data volume [GBytes],0.5021,
Memory evict bandwidth [MBytes/s],120.1695,
